Unnamed: 0,property_id,city,locality,locality_tier,property_type,bhk,bathrooms,balconies,built_up_area,carpet_area,floor_number,total_floors,floor_category,facing,furnishing_status,property_age,parking_spaces,security_score,gym_available,swimming_pool,power_backup,lift_available,maintenance_fee_monthly,distance_to_city_center_km,distance_to_metro_km,nearby_schools,nearby_hospitals,transaction_type,price_category,price_in_lakhs,Housing Price Predicted Value
746,PROP-015790,Mumbai,Andheri,Standard,Row House,5,5,0,2481,2050,1,5,Low (1-4),South,Semi-Furnished,11,4,4.4,0,0,1,0,3695,10.2,1.1,3,2,Resale,High,219.99,225.9498000000002
747,PROP-035780,Delhi,Dwarka,Standard,Apartment,2,2,3,869,752,6,10,Mid (5-9),West,Fully Furnished,6,2,4.7,1,0,0,1,3155,10.9,2.2,2,1,Resale,Low,75.01,74.9206000000001
748,PROP-011981,Delhi,Noida Sector 62,Standard,Apartment,3,3,4,1485,1279,9,13,Mid (5-9),South-West,Semi-Furnished,0,2,5.4,0,0,0,1,2541,11.7,0.9,3,1,New,Low,161.85,151.93370000000016
749,PROP-044906,Delhi,Noida Sector 62,Standard,Apartment,3,3,0,1391,1122,1,10,Low (1-4),West,Unfurnished,1,1,6.2,0,0,1,0,3755,10.8,0.4,0,1,Resale,Low,121.45,117.34620000000008
750,PROP-035763,Hyderabad,Kondapur,Standard,Apartment,3,4,2,1291,1085,15,19,High (10-19),North,Unfurnished,11,5,4.9,0,0,0,1,2916,10.2,0.7,1,3,Resale,Low,138.33,130.0674
751,PROP-027093,Hyderabad,Jubilee Hills,Premium,Penthouse,5,5,1,2462,2111,13,20,High (10-19),South-East,Semi-Furnished,6,2,8.8,1,1,1,1,7013,4.1,0.8,6,0,Resale,High,364.9,368.2952000000004
752,PROP-046835,Mumbai,Bandra,Premium,Apartment,3,4,3,1460,1219,8,14,Mid (5-9),West,Unfurnished,0,0,6.2,0,0,0,1,2856,19.2,0.3,5,1,Resale,Low,182.89,175.7011999999999
753,PROP-033438,Delhi,Gurgaon DLF,Premium,Row House,3,2,2,1435,1204,3,7,Low (1-4),South-West,Fully Furnished,5,2,8.0,1,0,1,1,5011,9.4,2.2,2,4,Resale,High,237.23,234.89039999999972
754,PROP-047381,Bangalore,HSR Layout,Standard,Studio,1,1,0,397,322,9,17,Mid (5-9),West,Unfurnished,3,1,3.7,0,0,0,1,2229,12.6,6.6,3,0,Resale,Low,15.56,31.21380000000002
755,PROP-001591,Hyderabad,Jubilee Hills,Premium,Independent House,3,3,1,1730,1446,0,15,Ground,North-West,Unfurnished,10,0,6.4,0,0,1,0,3023,5.7,0.1,5,2,New,High,207.51,215.07739999999995
756,PROP-026756,Mumbai,Bandra,Premium,Apartment,4,5,1,1776,1544,9,18,Mid (5-9),South-East,Unfurnished,3,1,5.4,0,0,1,1,2521,5.7,1.0,3,2,Resale,High,207.26,251.31160000000003
757,PROP-021759,Delhi,South Delhi,Premium,Apartment,4,4,4,1879,1525,1,6,Low (1-4),North-West,Fully Furnished,0,2,3.9,1,1,1,0,5579,4.7,9.1,7,1,New,High,335.72,308.527
758,PROP-003002,Bangalore,Electronic City,Standard,Studio,1,2,1,329,283,0,1,Ground,South-West,Semi-Furnished,4,2,5.2,0,0,1,0,1137,10.6,4.9,2,1,Resale,Low,17.87,27.060499999999994
759,PROP-044112,Mumbai,Thane,Affordable,Villa,5,5,1,2722,2287,37,40,Top (20+),South-West,Unfurnished,18,3,7.3,1,1,1,1,6820,19.0,0.9,3,4,Resale,High,218.28,223.19079999999997
760,PROP-043520,Mumbai,Andheri,Standard,Apartment,3,3,3,1446,1161,19,22,High (10-19),South-East,Unfurnished,16,5,6.6,0,0,1,1,3142,11.1,0.4,3,0,Resale,Low,116.38,118.55509999999997
761,PROP-000629,Hyderabad,Banjara Hills,Premium,Apartment,3,3,1,1436,1199,2,5,Low (1-4),East,Fully Furnished,1,4,6.8,0,0,1,1,2448,4.3,0.7,6,2,Resale,High,250.04,244.07400000000035
762,PROP-020737,Delhi,Noida Sector 62,Standard,Villa,4,4,0,2364,2071,3,4,Low (1-4),South-West,Semi-Furnished,15,2,6.0,1,1,1,1,6089,22.7,0.4,5,0,New,High,288.26,266.8835999999998
763,PROP-011903,Mumbai,Andheri,Standard,Independent House,2,2,0,1499,1277,0,8,Ground,South,Semi-Furnished,11,1,3.2,1,0,0,0,3733,19.3,3.3,5,3,Resale,Low,118.43,113.20800000000008
764,PROP-006367,Delhi,Gurgaon DLF,Premium,Apartment,3,2,1,1533,1302,1,2,Low (1-4),South-East,Unfurnished,1,5,6.8,1,1,1,0,6304,10.1,0.2,4,1,New,High,205.54,223.0952000000003
765,PROP-017133,Bangalore,Electronic City,Standard,Independent House,3,2,4,1700,1385,1,10,Low (1-4),South-West,Fully Furnished,3,1,3.5,0,0,0,0,2432,12.5,1.4,2,1,Resale,High,217.8,215.3762999999998
766,PROP-009479,Delhi,Dwarka,Standard,Apartment,2,3,0,940,777,19,21,High (10-19),South,Semi-Furnished,2,1,4.1,1,0,1,1,3349,11.5,0.7,1,0,Resale,Low,117.86,107.65600000000002
767,PROP-041871,Delhi,Noida Extension,Affordable,Penthouse,3,2,1,1836,1530,3,8,Low (1-4),South-East,Semi-Furnished,2,2,5.7,0,0,1,1,3219,20.9,2.8,3,0,Resale,Low,101.44,98.52369999999999
768,PROP-012933,Delhi,South Delhi,Premium,Villa,4,4,3,2118,1728,13,20,High (10-19),East,Unfurnished,4,3,8.8,1,1,1,1,6506,4.4,0.9,4,1,New,High,263.83,315.7299000000001
769,PROP-013642,Mumbai,Andheri,Standard,Villa,4,5,1,2093,1777,8,17,Mid (5-9),North,Unfurnished,36,2,6.3,1,0,1,1,4963,11.1,0.9,3,1,New,Low,175.59,124.31299999999996
770,PROP-019627,Delhi,Noida Extension,Affordable,Apartment,3,4,0,1426,1171,4,13,Low (1-4),South,Semi-Furnished,2,2,4.5,0,0,1,1,2143,18.6,0.7,6,1,New,Low,87.78,79.31619999999997
771,PROP-009952,Bangalore,Indiranagar,Premium,Independent House,4,4,2,2280,1932,34,40,Top (20+),South-East,Unfurnished,1,0,8.5,1,1,1,1,5493,6.5,3.3,7,3,Resale,High,361.98,353.4057
772,PROP-028963,Mumbai,Bandra,Premium,Independent House,3,3,1,1636,1424,9,14,Mid (5-9),South-East,Unfurnished,4,2,5.6,1,1,1,1,6605,4.9,1.8,2,3,New,High,260.97,256.4835000000001
773,PROP-028446,Mumbai,Andheri,Standard,Apartment,2,3,3,1101,881,1,10,Low (1-4),South-East,Unfurnished,11,0,4.2,0,0,0,0,2393,15.5,1.0,1,1,Resale,Low,62.72,70.08240000000005
774,PROP-019699,Bangalore,Indiranagar,Premium,Apartment,3,3,0,1436,1169,10,17,High (10-19),North-East,Semi-Furnished,3,1,9.5,1,1,0,1,6521,5.4,2.4,2,1,New,High,210.08,222.4142000000002
775,PROP-044224,Mumbai,Navi Mumbai,Affordable,Apartment,5,5,1,2231,1848,17,18,High (10-19),North-West,Unfurnished,8,1,3.5,0,0,0,1,3422,20.2,0.7,5,2,Resale,Low,121.78,109.2053
776,PROP-002997,Mumbai,Bandra,Premium,Apartment,2,2,1,736,593,7,12,Mid (5-9),South,Unfurnished,18,1,7.7,1,0,1,1,4018,6.7,1.4,2,4,Resale,Low,110.81,86.94120000000002
777,PROP-013638,Bangalore,HSR Layout,Standard,Villa,4,4,3,2387,2009,3,12,Low (1-4),North,Semi-Furnished,0,1,6.0,0,1,0,1,5284,10.3,0.6,3,2,New,High,229.63,238.2731
778,PROP-022471,Bangalore,Whitefield,Standard,Independent House,5,5,3,2582,2149,0,4,Ground,South-East,Fully Furnished,7,3,5.4,0,0,1,0,3110,10.2,0.2,4,4,New,High,219.33,222.49640000000022
779,PROP-036087,Bangalore,Electronic City,Standard,Apartment,3,3,1,1726,1405,1,2,Low (1-4),South-East,Unfurnished,0,1,5.9,0,0,0,0,2053,12.0,3.6,2,2,New,Low,149.39,143.9586999999999
780,PROP-028918,Bangalore,Whitefield,Standard,Apartment,3,3,2,1216,1009,29,38,Top (20+),South-West,Semi-Furnished,1,2,3.4,0,0,1,1,2038,13.8,3.4,4,1,New,Low,136.76,107.2999
781,PROP-017650,Hyderabad,Kondapur,Standard,Row House,4,5,1,2113,1691,0,6,Ground,North,Unfurnished,11,5,3.7,0,0,0,0,2664,10.0,3.2,0,2,Resale,Low,179.19,167.9170000000001
782,PROP-027956,Mumbai,Thane,Affordable,Apartment,4,4,2,1809,1506,21,28,Top (20+),West,Unfurnished,14,3,2.9,0,0,0,1,3397,21.6,4.3,4,1,Resale,Low,89.86,92.76999999999998
783,PROP-002855,Hyderabad,Jubilee Hills,Premium,Apartment,4,4,0,1882,1625,16,24,High (10-19),North-East,Semi-Furnished,0,1,6.7,1,1,1,1,7001,5.8,4.7,4,3,Resale,High,324.0,313.3038
784,PROP-013390,Hyderabad,Banjara Hills,Premium,Apartment,5,5,1,2078,1746,6,10,Mid (5-9),North-West,Semi-Furnished,5,3,7.4,1,1,0,1,7274,7.5,4.5,3,2,Resale,High,364.47,344.2226000000003
785,PROP-013049,Bangalore,Indiranagar,Premium,Row House,4,4,3,1695,1487,0,15,Ground,North,Semi-Furnished,1,2,6.9,1,1,1,0,5505,5.1,1.5,5,3,Resale,High,293.33,281.87000000000046
786,PROP-022333,Mumbai,Navi Mumbai,Affordable,Villa,2,3,3,1076,916,16,23,High (10-19),South-East,Unfurnished,4,1,8.6,1,0,1,1,4484,20.3,9.8,4,0,Resale,Low,53.45,50.81369999999998
787,PROP-030578,Hyderabad,Kondapur,Standard,Apartment,4,4,1,1974,1673,1,4,Low (1-4),North-East,Fully Furnished,4,2,6.2,0,0,1,0,3278,14.7,1.1,2,3,Resale,High,225.21,220.16099999999955
788,PROP-034735,Mumbai,Thane,Affordable,Independent House,4,5,4,2352,2040,17,24,High (10-19),East,Semi-Furnished,1,5,5.4,1,0,0,1,4848,24.0,1.4,3,1,Resale,Low,166.87,150.7065000000002
789,PROP-019539,Delhi,Noida Extension,Affordable,Apartment,4,4,1,2038,1755,14,17,High (10-19),East,Fully Furnished,3,5,4.5,1,0,1,1,4449,20.1,0.8,2,1,New,Low,100.24,109.34259999999988
790,PROP-039587,Hyderabad,Banjara Hills,Premium,Villa,4,4,2,2489,2090,11,18,High (10-19),South,Semi-Furnished,7,1,6.3,1,1,1,1,7123,9.7,0.8,5,2,Resale,High,374.83,372.5284000000006
791,PROP-005573,Delhi,Gurgaon DLF,Premium,Studio,1,1,0,400,334,31,32,Top (20+),North,Unfurnished,0,1,6.7,1,1,1,1,5518,4.5,1.3,3,0,Resale,Low,59.18,58.62150000000001
792,PROP-047751,Bangalore,Koramangala,Premium,Row House,5,6,2,2290,1956,2,10,Low (1-4),South,Semi-Furnished,2,3,6.0,0,1,1,1,4261,4.1,0.7,4,4,Resale,High,367.57,347.0556999999998
793,PROP-030964,Mumbai,Powai,Standard,Apartment,3,3,2,1453,1219,5,14,Mid (5-9),West,Semi-Furnished,2,1,7.1,0,0,0,1,2590,22.3,2.4,3,0,Resale,Low,147.63,135.6345999999998
794,PROP-035496,Delhi,South Delhi,Premium,Row House,4,4,3,1648,1415,27,30,Top (20+),South,Semi-Furnished,5,3,5.9,0,0,1,1,3577,9.8,0.1,3,1,Resale,High,315.6,288.4088999999998
795,PROP-020263,Hyderabad,Kondapur,Standard,Villa,5,6,3,2618,2176,0,17,Ground,West,Unfurnished,7,3,6.8,1,1,1,0,6507,18.6,2.5,5,0,Resale,High,198.6,214.37159999999997
796,PROP-044660,Mumbai,Andheri,Standard,Villa,3,3,2,1674,1365,4,5,Low (1-4),North-West,Unfurnished,4,3,7.5,0,0,1,1,2389,12.4,0.5,3,0,Resale,Low,99.95,113.78070000000011
797,PROP-021746,Hyderabad,Madhapur,Standard,Row House,4,5,1,1819,1492,1,3,Low (1-4),North-West,Unfurnished,12,2,4.6,0,0,0,0,2353,17.2,8.6,6,2,New,Low,118.63,121.37259999999986
798,PROP-047249,Mumbai,Navi Mumbai,Affordable,Apartment,4,4,2,1760,1435,39,44,Top (20+),South-West,Unfurnished,0,3,5.8,0,1,1,1,4385,26.3,6.7,2,0,Resale,Low,88.83,88.55209999999995
799,PROP-036228,Bangalore,HSR Layout,Standard,Penthouse,3,2,0,1663,1376,4,5,Low (1-4),North-East,Unfurnished,6,2,5.8,1,0,1,1,4497,13.2,3.3,2,0,Resale,Low,133.71,123.2592
800,PROP-028787,Hyderabad,Banjara Hills,Premium,Independent House,3,3,2,1614,1367,7,8,Mid (5-9),North,Semi-Furnished,4,3,5.2,1,0,1,1,2997,4.9,4.5,4,4,New,High,285.0,273.53850000000006
801,PROP-035620,Delhi,Dwarka,Standard,Apartment,5,5,1,2109,1733,2,10,Low (1-4),South,Unfurnished,0,4,7.2,0,0,0,1,3428,14.6,5.7,0,0,Resale,Low,184.61,171.04500000000016
802,PROP-046000,Mumbai,Andheri,Standard,Independent House,4,5,0,2118,1773,0,7,Ground,North-West,Semi-Furnished,10,0,3.5,1,0,0,0,3880,11.3,0.7,3,2,Resale,Low,125.79,133.6358000000002
803,PROP-049513,Bangalore,Koramangala,Premium,Villa,3,3,0,1600,1350,5,7,Mid (5-9),East,Fully Furnished,2,0,8.9,1,1,1,1,5610,8.0,2.5,4,2,Resale,High,299.06,289.04090000000036
804,PROP-044515,Mumbai,Powai,Standard,Apartment,1,1,0,509,410,6,7,Mid (5-9),North-East,Unfurnished,14,1,4.9,0,0,1,1,2356,14.4,6.5,3,2,Resale,Low,35.33,34.23529999999996
805,PROP-028684,Delhi,Dwarka,Standard,Independent House,4,5,1,2233,1955,5,6,Mid (5-9),South-West,Unfurnished,9,3,4.5,0,0,0,1,3782,19.4,0.3,2,2,Resale,Low,177.67,147.33000000000004
806,PROP-031549,Bangalore,Electronic City,Standard,Penthouse,3,2,0,1749,1430,19,27,High (10-19),North-West,Fully Furnished,5,0,5.9,1,1,1,1,7274,10.7,0.7,5,4,Resale,High,197.16,209.85309999999998
807,PROP-031965,Delhi,Gurgaon DLF,Premium,Studio,2,2,1,1152,967,15,20,High (10-19),South-West,Fully Furnished,14,1,6.0,1,0,1,1,3170,5.6,3.0,5,3,Resale,Low,183.72,172.33749999999986
808,PROP-009434,Delhi,South Delhi,Premium,Apartment,2,2,0,806,703,16,18,High (10-19),North,Semi-Furnished,0,2,6.7,1,0,0,1,3874,4.4,2.1,3,2,New,Low,142.7,133.56850000000009
809,PROP-022374,Delhi,Gurgaon DLF,Premium,Penthouse,5,5,3,2720,2277,3,9,Low (1-4),North-West,Unfurnished,6,3,7.8,1,1,0,1,7319,4.7,2.0,3,3,New,High,452.14,437.9627999999997
810,PROP-021623,Bangalore,HSR Layout,Standard,Studio,1,1,0,470,392,5,6,Mid (5-9),South,Unfurnished,0,0,5.6,0,0,0,1,819,12.1,0.1,3,2,Resale,Low,25.26,28.79990000000003
811,PROP-012452,Hyderabad,Banjara Hills,Premium,Studio,1,2,2,349,296,7,8,Mid (5-9),South-East,Unfurnished,7,3,7.6,0,0,1,1,831,4.1,1.8,4,4,New,Low,65.51,61.999800000000086
812,PROP-011800,Mumbai,Navi Mumbai,Affordable,Apartment,2,2,2,748,602,4,10,Low (1-4),West,Fully Furnished,7,1,6.6,0,0,0,1,2715,27.6,5.4,6,2,New,Low,20.83,23.07579999999998
813,PROP-031389,Bangalore,HSR Layout,Standard,Independent House,2,1,2,1374,1110,18,24,High (10-19),South-West,Fully Furnished,2,1,6.3,0,0,0,1,2117,15.8,0.8,6,0,Resale,Low,166.14,153.0245999999999
814,PROP-020769,Delhi,South Delhi,Premium,Independent House,4,5,0,2050,1801,5,14,Mid (5-9),East,Semi-Furnished,3,3,8.1,1,0,1,1,5245,6.4,0.4,2,4,Resale,High,267.62,309.7148999999999
815,PROP-004829,Mumbai,Navi Mumbai,Affordable,Apartment,3,3,1,1303,1059,23,24,Top (20+),East,Fully Furnished,2,4,5.5,0,0,0,1,2422,20.1,0.1,2,2,Resale,Low,97.29,84.6958
816,PROP-014590,Hyderabad,Banjara Hills,Premium,Apartment,2,2,3,877,705,0,5,Ground,North-West,Fully Furnished,3,1,7.0,1,1,1,0,5766,5.2,1.6,3,6,Resale,Low,91.41,106.64419999999994
817,PROP-001508,Delhi,Noida Extension,Affordable,Villa,5,5,0,2595,2224,21,26,Top (20+),South-East,Fully Furnished,6,3,7.5,0,0,1,1,3645,20.1,0.2,2,1,Resale,Low,116.82,127.2591
818,PROP-018613,Mumbai,Bandra,Premium,Independent House,3,4,0,1727,1497,3,8,Low (1-4),South-East,Fully Furnished,3,2,5.4,1,0,0,1,4827,4.6,1.9,4,1,Resale,High,221.28,239.5562999999999
819,PROP-019303,Delhi,South Delhi,Premium,Row House,2,1,0,765,619,2,3,Low (1-4),North,Unfurnished,7,3,7.2,1,0,1,1,3636,4.3,4.4,2,2,New,Low,107.16,109.40549999999996
820,PROP-038310,Delhi,Noida Extension,Affordable,Villa,3,4,4,1649,1382,16,21,High (10-19),North-West,Semi-Furnished,3,3,6.9,1,1,1,1,5540,29.3,0.5,2,2,New,Low,67.08,72.94829999999996
821,PROP-001739,Delhi,Gurgaon DLF,Premium,Apartment,3,2,1,1366,1157,7,8,Mid (5-9),West,Unfurnished,0,1,7.8,1,1,1,1,5686,9.7,1.9,4,3,Resale,High,230.2,228.13120000000023
822,PROP-035876,Bangalore,HSR Layout,Standard,Villa,4,4,1,2252,1802,9,10,Mid (5-9),East,Unfurnished,5,2,8.5,1,0,1,1,5149,11.1,0.2,0,1,Resale,Low,136.93,146.18710000000013
823,PROP-047068,Hyderabad,Gachibowli,Standard,Villa,3,4,0,1831,1596,9,18,Mid (5-9),North,Unfurnished,18,1,6.4,1,1,1,1,6627,11.0,1.5,6,1,Resale,Low,130.74,129.05099999999982
824,PROP-005115,Mumbai,Bandra,Premium,Apartment,2,3,1,838,705,12,17,High (10-19),South-West,Semi-Furnished,15,0,5.7,1,1,1,1,6235,6.3,1.5,1,0,Resale,Low,111.09,117.31950000000005
825,PROP-024907,Mumbai,Navi Mumbai,Affordable,Row House,5,5,2,2192,1848,19,20,High (10-19),East,Unfurnished,10,5,4.6,1,0,0,1,5257,20.1,15.0,2,2,Resale,Low,96.31,99.20530000000002
826,PROP-007636,Bangalore,Indiranagar,Premium,Apartment,3,3,2,1136,976,7,8,Mid (5-9),North-West,Unfurnished,5,1,7.3,1,0,1,1,3960,11.3,5.4,2,1,Resale,Low,140.2,158.06059999999997
827,PROP-014399,Mumbai,Thane,Affordable,Studio,1,1,2,688,578,0,2,Ground,West,Semi-Furnished,8,2,5.6,0,0,0,0,2560,18.4,2.0,3,0,Resale,Low,33.91,30.425199999999986
828,PROP-036171,Hyderabad,Madhapur,Standard,Apartment,4,3,4,1784,1561,0,11,Ground,North,Unfurnished,4,3,4.1,0,0,1,0,3918,12.2,0.7,4,3,Resale,Low,160.23,153.7467999999998
829,PROP-009184,Mumbai,Powai,Standard,Independent House,4,5,1,2203,1801,6,15,Mid (5-9),North-East,Fully Furnished,7,3,1.6,0,0,0,1,3468,11.9,3.1,5,1,Resale,Low,178.02,170.7774000000002
830,PROP-036797,Hyderabad,Banjara Hills,Premium,Villa,4,4,1,2317,1902,19,21,High (10-19),North-West,Unfurnished,1,1,7.8,1,1,1,1,6888,5.5,2.4,3,5,New,High,358.33,370.6347
831,PROP-037623,Hyderabad,Gachibowli,Standard,Apartment,2,3,1,1139,922,1,3,Low (1-4),North-East,Semi-Furnished,0,2,4.4,1,0,0,0,3888,10.4,2.5,4,1,Resale,Low,114.38,109.79459999999986
832,PROP-001656,Delhi,Gurgaon DLF,Premium,Row House,5,4,3,2396,1933,24,30,Top (20+),East,Unfurnished,5,5,6.5,1,0,0,1,5402,4.9,0.3,4,2,Resale,High,354.53,377.30639999999977
833,PROP-004327,Delhi,Noida Sector 62,Standard,Apartment,3,4,4,1380,1155,9,10,Mid (5-9),East,Unfurnished,2,1,5.5,0,0,0,1,2611,11.6,6.1,3,1,Resale,Low,58.99,102.80010000000004
834,PROP-027378,Bangalore,Whitefield,Standard,Apartment,3,3,0,1281,1047,5,9,Mid (5-9),North-East,Semi-Furnished,22,1,5.7,0,0,0,1,1830,13.1,0.1,6,2,Resale,Low,70.71,76.25820000000003
835,PROP-019045,Mumbai,Powai,Standard,Villa,4,5,2,2362,1947,2,11,Low (1-4),South-West,Semi-Furnished,27,1,6.7,0,0,1,1,3714,11.5,0.2,3,5,Resale,Low,93.94,113.88500000000002
836,PROP-044329,Mumbai,Thane,Affordable,Apartment,5,5,3,2189,1809,4,5,Low (1-4),North-East,Unfurnished,0,2,6.6,0,0,0,1,3567,21.2,2.8,2,0,Resale,Low,75.31,81.64050000000009
837,PROP-009662,Mumbai,Thane,Affordable,Apartment,3,3,3,1377,1154,0,10,Ground,North,Semi-Furnished,3,2,4.9,0,0,1,0,2633,18.1,1.1,0,2,Resale,Low,51.84,60.00520000000004
838,PROP-015915,Delhi,Noida Sector 62,Standard,Studio,1,1,2,398,341,5,13,Mid (5-9),South,Semi-Furnished,9,0,3.0,0,0,1,1,2453,11.1,1.5,1,2,Resale,Low,17.2,19.649200000000018
839,PROP-025467,Hyderabad,Jubilee Hills,Premium,Apartment,3,3,1,1413,1238,3,10,Low (1-4),North-East,Semi-Furnished,10,1,3.7,1,0,1,1,3487,8.5,1.9,4,3,Resale,Low,172.59,166.21800000000002
840,PROP-013611,Bangalore,HSR Layout,Standard,Independent House,4,5,4,2046,1658,3,8,Low (1-4),North-East,Unfurnished,7,1,5.1,0,0,1,1,2787,11.1,0.9,0,1,Resale,Low,131.45,135.85010000000017
841,PROP-011671,Hyderabad,Banjara Hills,Premium,Apartment,3,4,4,1389,1217,5,12,Mid (5-9),North,Unfurnished,0,2,5.4,0,1,0,1,4330,13.2,3.9,6,2,New,Low,166.73,167.04319999999979
842,PROP-001220,Mumbai,Bandra,Premium,Apartment,2,2,2,953,824,7,9,Mid (5-9),East,Unfurnished,6,0,6.4,1,1,1,1,5728,6.0,0.5,2,3,Resale,Low,166.55,155.59609999999978
843,PROP-038864,Mumbai,Thane,Affordable,Apartment,3,4,2,1430,1162,5,13,Mid (5-9),North-East,Semi-Furnished,11,0,3.2,0,0,0,1,1747,18.8,0.9,1,2,Resale,Low,17.67,30.854200000000034
844,PROP-012558,Delhi,Noida Extension,Affordable,Independent House,3,3,2,1730,1396,2,3,Low (1-4),South,Semi-Furnished,0,2,5.4,0,0,0,1,2561,19.1,0.3,2,3,Resale,Low,100.79,96.0046000000001
845,PROP-039144,Bangalore,Electronic City,Standard,Villa,2,3,1,1174,1017,22,23,Top (20+),West,Semi-Furnished,33,1,7.1,1,0,0,1,4379,12.0,0.5,4,0,Resale,Low,74.71,79.48120000000003
846,PROP-035509,Bangalore,Indiranagar,Premium,Apartment,3,4,3,1481,1251,12,19,High (10-19),South-East,Unfurnished,2,0,6.9,0,1,1,1,4847,4.3,0.3,3,2,New,High,290.55,274.13119999999975
847,PROP-011853,Bangalore,HSR Layout,Standard,Penthouse,4,5,0,1914,1595,6,13,Mid (5-9),East,Semi-Furnished,0,4,6.4,0,0,0,1,2564,10.1,2.2,1,2,New,Low,165.57,156.21310000000003
848,PROP-013239,Mumbai,Bandra,Premium,Row House,5,6,1,2160,1877,9,17,Mid (5-9),North,Unfurnished,2,0,5.9,1,0,1,1,4868,4.8,1.2,2,2,Resale,High,343.35,321.2965000000002
849,PROP-029951,Bangalore,HSR Layout,Standard,Apartment,3,3,3,1383,1206,6,11,Mid (5-9),North-East,Unfurnished,9,2,3.8,0,0,0,1,2387,10.0,5.2,1,1,Resale,Low,103.88,106.10399999999996
850,PROP-027985,Hyderabad,Jubilee Hills,Premium,Apartment,2,3,1,1015,851,22,23,Top (20+),West,Unfurnished,12,1,6.9,1,0,1,1,4286,5.0,0.8,4,3,Resale,Low,171.56,157.1259999999999
851,PROP-022091,Hyderabad,Jubilee Hills,Premium,Villa,3,4,0,1915,1608,0,5,Ground,West,Semi-Furnished,16,2,10.0,1,1,1,0,6784,5.2,1.8,1,3,New,High,283.4,277.2299000000003
852,PROP-048990,Bangalore,Whitefield,Standard,Apartment,3,3,2,1467,1254,11,16,High (10-19),North,Semi-Furnished,8,0,4.9,0,0,0,1,2086,11.4,6.2,1,1,Resale,Low,114.29,126.11170000000004
853,PROP-040640,Mumbai,Andheri,Standard,Independent House,5,5,1,2812,2298,11,16,High (10-19),East,Unfurnished,17,2,5.2,0,0,1,1,3629,11.9,3.0,1,0,Resale,High,211.76,245.57839999999993
854,PROP-028912,Bangalore,Koramangala,Premium,Apartment,2,2,1,894,740,15,24,High (10-19),North-East,Unfurnished,5,1,3.9,1,0,0,1,3569,7.8,0.9,2,2,New,Low,124.03,129.47510000000008
855,PROP-008571,Mumbai,Navi Mumbai,Affordable,Apartment,2,2,1,1028,869,9,11,Mid (5-9),South-East,Fully Furnished,1,1,4.3,0,0,0,1,2782,20.2,0.8,5,2,Resale,Low,81.19,70.2846999999999
856,PROP-038432,Delhi,Gurgaon DLF,Premium,Independent House,5,6,3,2505,2179,4,9,Low (1-4),North-West,Fully Furnished,12,4,6.5,1,0,1,1,4586,10.4,1.1,3,3,Resale,High,310.97,333.44380000000035
857,PROP-040526,Bangalore,Indiranagar,Premium,Row House,4,4,1,1703,1450,5,6,Mid (5-9),South-East,Unfurnished,9,2,5.2,1,1,0,1,6073,4.5,1.4,4,0,Resale,Low,171.76,167.2194000000001
858,PROP-035550,Bangalore,HSR Layout,Standard,Apartment,4,4,1,1868,1537,9,10,Mid (5-9),South,Semi-Furnished,2,1,4.5,0,0,1,1,3278,10.6,0.5,5,2,New,Low,164.24,159.50879999999995
859,PROP-029488,Delhi,Dwarka,Standard,Penthouse,4,4,3,2365,1987,2,8,Low (1-4),West,Semi-Furnished,4,1,10.0,0,1,1,1,5075,10.1,2.4,0,2,New,High,206.95,223.66690000000028
860,PROP-026038,Bangalore,Indiranagar,Premium,Apartment,2,2,3,1006,885,9,12,Mid (5-9),North-West,Fully Furnished,1,0,6.2,1,1,1,1,6131,7.0,0.1,5,1,New,Low,159.6,159.13640000000015
861,PROP-019371,Bangalore,Electronic City,Standard,Apartment,4,4,3,1810,1469,17,21,High (10-19),North,Semi-Furnished,1,1,3.5,1,0,0,1,4868,11.1,3.3,5,1,Resale,Low,127.59,137.48320000000004
862,PROP-044735,Delhi,South Delhi,Premium,Apartment,4,4,2,1894,1652,16,23,High (10-19),West,Fully Furnished,5,3,3.7,1,0,1,1,4733,6.5,1.1,3,2,Resale,High,305.36,300.36250000000024
863,PROP-006916,Delhi,Dwarka,Standard,Apartment,2,2,1,980,853,0,10,Ground,South,Unfurnished,4,1,4.2,0,0,0,0,1408,18.3,1.0,2,2,Resale,Low,58.62,64.02159999999995
864,PROP-014999,Mumbai,Bandra,Premium,Independent House,4,4,4,2388,1925,4,11,Low (1-4),East,Semi-Furnished,0,1,6.1,1,1,0,1,7046,8.6,2.1,3,4,New,High,298.43,324.1480000000002
865,PROP-016751,Mumbai,Andheri,Standard,Studio,1,1,0,483,422,29,38,Top (20+),North-West,Semi-Furnished,8,0,5.8,0,0,0,1,2122,14.0,1.5,4,4,Resale,Low,47.87,43.22329999999995
866,PROP-029960,Mumbai,Navi Mumbai,Affordable,Independent House,5,6,0,2686,2305,4,5,Low (1-4),West,Unfurnished,2,2,5.6,0,0,0,1,4095,23.3,7.4,0,0,Resale,Low,111.33,115.01369999999997
867,PROP-028857,Hyderabad,Gachibowli,Standard,Independent House,4,5,0,2279,1972,0,17,Ground,South-East,Unfurnished,20,0,4.3,0,0,0,0,2411,11.1,3.5,1,2,Resale,Low,124.16,136.72279999999995
